,TotalEmployees,TotalEmployeesIndia,Rating,UrlName,CompanyType,Name,CompanyReviewsLive,CompanySalaries,InterviewExperiencesLive,Age,ShortName,Logo,HQCountry,headquaters,CompanyJobsLive,HQUrlName,CompanyId,location_count,industry_string,Subscribed
5440,,201-500,4.06,orange-city-water,Private,Orange City Water,86,234,4,11,Orange City Water,orange-city-water,India,Nagpur,0,nagpur,28797,1,Water Treatment / Waste Management,0
5441,201-500,201-500,3.43,primus-super-speciality-hospital,Private,Primus Super Speciality Hospital,86,278,0,15,Primus Super Speciality Hospital,primus-super-specialty-hospital,India,New Delhi,1,new-delhi,234540,6,Medical Services / Hospital,0
5442,1001-5000,1001-5000,4.08,viacom18-media-pvt-dot-ltd-dot,Private,Viacom18 Media Pvt. Ltd.,86,679,2,15,Viacom18 Media,viacom18-media-pvt-dot-ltd-dot,India,Mumbai,4,mumbai,270804,8,"Media & Entertainment / Publishing,Film / Music / Entertainment",0
5443,1001-5000,51-200,3.33,medsave-healthcare-tpa-ltd,Private,Medsave Healthcare TPA Ltd,86,223,1,20,Medsave Healthcare TPA,medsave-healthcare,India,New Delhi,0,new-delhi,280008,12,Insurance,0
5444,,,4.47,madura-fashion-and-lifestyle,,Madura Fashion & Lifestyle,86,192,1,0,Madura Fashion & Lifestyle,madura-fashion-and-lifestyle,,,0,,227692,25,"Retail,Textile & Apparel",0
5445,,,4.76,entigrity-solutions,,Entigrity Solutions,86,236,2,7,Entigrity Solutions,entigrity-solutions,United States,New York,0,,193615,3,Financial Services,0
5446,,201-500,3.69,maccaferri,Private,Maccaferri,86,318,4,143,Maccaferri,maccaferri,Italy,Bologna,0,,250515,14,Engineering & Construction,0
5447,201-500,51-200,3.47,isc-projects,Private,Isc Projects,86,285,5,55,Isc Projects,isc-projects,India,"Pune,Maharashtra",0,pune,223581,9,Engineering & Construction,0
5448,10001-50000,,4.16,interplex,Private,INTERPLEX,86,394,3,52,INTERPLEX,interplex,Singapore,Singapore,0,,265850,6,,0
5449,#N/A,201-500,2.77,maharani-innovative-paints,4091732,Maharani Innovative Paints,86,347,1,42,Maharani Innovative Paints,maharani-innovative-paints,India,"Palwal,Haryana",2,palwal,239381,10,Chemicals,0
5450,1001-5000,201-500,3.66,cotecna-inspection-india,Private,cotecna inspection india pvt. ltd,86,307,3,48,Cotecna Inspection India,cotecna-inspection-india,Switzerland,"Geneva,Geneva",0,,292317,23,Miscellaneous,0
5451,10001-50000,5001-10000,3.5,virtusa-software-services,Public,Virtusa Software Services,86,959,9,26,Virtusa Software Services,virtusa-software-services,United States,Southborough,0,,324874,6,"IT Services & Consulting,Software Product",0
5452,1001-5000,1001-5000,4.22,praxis-home-retail,Public,Praxis home retail,86,393,1,15,Praxis home Retail,praxis-home-retail,India,Mumbai,1,mumbai,385102,23,Retail,0
5453,1001-5000,,3.2,hipower-support-center,Private,Hipower Support Center,86,111,0,8,Hipower Support Center,hipower-support-center-378812,India,Bengaluru,0,bengaluru,378812,0,"Power,BPO / Call Centre",0
5454,1001-5000,,4.01,eaton-india-innovation-center,,Eaton India Innovation Center,86,749,4,0,Eaton India Innovation Center,,,,0,,407680,0,Power,0
5455,1001-5000,201-500,3.7800000000000002,bgs-global-hospital,Private,bgs global hospital,86,170,1,23,Bgs Global Hospital,bgs-global-hospital,India,Bengaluru,0,bengaluru,306322,0,"Healthcare / Pharma,Education / Training,Medical Services / Hospital",0
5456,201-500,201-500,3.35,marble-box,Private,Marble Box,86,240,4,10,Marble Box,marble-box,United States,Chicago,0,,305367,0,Insurance,0
5457,501-1000,501-1000,4.03,ds-spiceco,Private,DS Spiceco,86,302,5,35,DS Spiceco,ds-spiceco,India,Noida,0,noida,299367,33,Food Processing,0
5458,201-500,201-500,3.8200000000000003,thermal-systems,Private,THERMAL SYSTEMS,86,320,5,37,THERMAL SYSTEMS,thermal-systems,India,"Hyderabad/Secunderabad,Telangana",12,hyderabad,255844,0,"Industrial Equipment / Machinery,Engineering & Construction",0
5459,201-500,51-200,3.47,isc-projects,Private,Isc Projects,86,285,5,55,Isc Projects,isc-projects,India,"Pune,Maharashtra",0,pune,223581,9,Engineering & Construction,0
5460,10001-50000,,4.16,interplex,Private,INTERPLEX,86,394,3,52,INTERPLEX,interplex,Singapore,Singapore,0,,265850,6,,0
5461,#N/A,201-500,2.77,maharani-innovative-paints,4091732,Maharani Innovative Paints,86,347,1,42,Maharani Innovative Paints,maharani-innovative-paints,India,"Palwal,Haryana",2,palwal,239381,10,Chemicals,0
5462,,201-500,3.69,maccaferri,Private,Maccaferri,86,318,4,143,Maccaferri,maccaferri,Italy,Bologna,0,,250515,14,Engineering & Construction,0
5463,1001-5000,201-500,3.7800000000000002,bgs-global-hospital,Private,bgs global hospital,86,170,1,23,Bgs Global Hospital,bgs-global-hospital,India,Bengaluru,0,bengaluru,306322,0,"Healthcare / Pharma,Education / Training,Medical Services / Hospital",0
5464,501-1000,201-500,3.96,sulphur-mills,Public,Sulphur Mills Limited,86,432,4,62,Sulphur Mills,sulphur-mills,India,"Mumbai,Maharashtra",5,mumbai,310945,15,"Chemicals,Fertilizers / Pesticides / Agro chemicals",0
5465,201-500,201-500,3.35,marble-box,Private,Marble Box,86,240,4,10,Marble Box,marble-box,United States,Chicago,0,,305367,0,Insurance,0
5466,10001-50000,5001-10000,3.5,virtusa-software-services,Public,Virtusa Software Services,86,959,9,26,Virtusa Software Services,virtusa-software-services,United States,Southborough,0,,324874,6,"IT Services & Consulting,Software Product",0
5467,50001-100000,501-1000,3.54,rolls-royce,Private,Rolls-Royce,86,453,12,23,Rolls-Royce,rolls-royce,India,"Delhi/NCR,New Delhi",1,london,208,6,"Automobile,Manufacturing",0
5468,10001-50000,,3.61,forever-21,Private,Forever 21,86,177,2,38,Forever 21,forever-21,United States (USA),"Los Angeles,California",0,,24626,18,"Retail,Textile & Apparel",0
5469,501-1000,501-1000,4.03,ds-spiceco,Private,DS Spiceco,86,302,5,35,DS Spiceco,ds-spiceco,India,Noida,0,noida,299367,33,Food Processing,0
5470,1001-5000,51-200,3.33,medsave-healthcare-tpa-ltd,Private,Medsave Healthcare TPA Ltd,86,223,1,20,Medsave Healthcare TPA,medsave-healthcare,India,New Delhi,0,new-delhi,280008,12,Insurance,0
5471,1001-5000,,3.2,hipower-support-center,Private,Hipower Support Center,86,111,0,8,Hipower Support Center,hipower-support-center-378812,India,Bengaluru,0,bengaluru,378812,0,"Power,BPO / Call Centre",0
5472,201-500,201-500,4.16,xylem-resource-management,Private,Xylem Resource Management,86,276,3,15,Xylem Resource Management,xylem-resource-management,India,Bengaluru,0,bengaluru,442707,33,Recruitment / Staffing,0
5473,10001-50000,,3.5,dar-group,Private,Dar Group,86,490,1,36,Dar Group,dar-group,Lebanon,Beirut,0,,444082,6,Management Consulting,0
5474,1001-5000,,4.01,eaton-india-innovation-center,,Eaton India Innovation Center,86,749,4,0,Eaton India Innovation Center,,,,0,,407680,0,Power,0
5475,1001-5000,1001-5000,4.22,praxis-home-retail,Public,Praxis home retail,86,393,1,15,Praxis home Retail,praxis-home-retail,India,Mumbai,1,mumbai,385102,23,Retail,0
5476,201-500,201-500,3.43,primus-super-speciality-hospital,Private,Primus Super Speciality Hospital,86,278,0,15,Primus Super Speciality Hospital,primus-super-specialty-hospital,India,New Delhi,1,new-delhi,234540,6,Medical Services / Hospital,0
5477,501-1000,,3.93,excelity-global,,Excelity Global,86,294,1,25,Excelity Global,excelity-global,Singapore,Singapore,0,,232128,6,Recruitment / Staffing,0
5478,11-50,,4.33,pasco-automobiles,261912,Pasco Automobiles,86,324,5,37,Pasco Automobiles,pasco-automobiles,India,"Gurgaon/Gurugram,Haryana",0,gurgaon,254798,4,Automobile,0
5479,501-1000,201-500,3.69,tecnotree-convergence,Private,Tecnotree Convergence,86,619,0,44,Tecnotree Convergence,tecnotree-convergence,Finland,"Espoo,Uusimaa",116,,221653,0,"Internet,Telecom / ISP,IT Services & Consulting",0
5480,,,4.47,madura-fashion-and-lifestyle,,Madura Fashion & Lifestyle,86,192,1,0,Madura Fashion & Lifestyle,madura-fashion-and-lifestyle,,,0,,227692,25,"Retail,Textile & Apparel",0
5481,100001+,1001-5000,3.84,hilton-garden-inn,Private,Hilton Garden Inn,86,250,2,26,Hilton Garden Inn,hilton-garden-inn,United States,Lancaster,4,,15393,9,Hotels & Restaurants,0
5482,201-500,201-500,3.7199999999999998,bluestonecom,Private,Bluestone.com,86,431,1,11,Bluestone.com,bluestonecom-19154,India,"Bangalore,Karnataka",3,,19154,15,"Gems & Jewellery,Internet",0
5483,,201-500,4.06,orange-city-water,Private,Orange City Water,86,234,4,11,Orange City Water,orange-city-water,India,Nagpur,0,nagpur,28797,1,Water Treatment / Waste Management,0
5484,201-500,201-500,4.22,cpc-diagnostics,Private,CPC Diagnostics,86,311,1,35,CPC Diagnostics,cpc-diagnostics,India,"Chennai,Tamil Nadu",0,,3295,11,"Internet,Industrial Equipment / Machinery,Manufacturing,Medical Devices & Equipment",0
5485,10001-50000,51-200,4.07,turner-construction,Private,Turner Construction,86,436,0,120,Turner Construction,turner-construction,United States (USA),"New York,New York State",0,,10549,14,Engineering & Construction,0
5486,5001-10000,,4.08,mw-group,Private,M+W Group,86,231,1,110,M+W Group,mw-group,Germany,Stuttgart,2,,7626,10,"Architecture / Interior Design,Engineering & Construction",0
5487,1001-5000,501-1000,3.35,mobileum,Private,Mobileum,86,925,8,22,Mobileum,mobileum,US,"Cupertino,California",38,,12395,2,"Telecom / ISP,Hardware & Networking,Software Product",0
5488,1001-5000,501-1000,3.48,roha-dyechem-pvt-dot-ltd-dot,Private,Roha Dyechem Pvt. Ltd.,86,463,4,50,Roha Dyechem,roha-dyechem-pvt-dot-ltd-dot,India,"Mumbai,Maharashtra",8,mumbai,206159,8,"FMCG,Food Processing",0
5489,501-1000,51-200,3.26,sunteck-realty,Public,Sunteck Realty,86,603,3,41,Sunteck Realty,sunteck-realty,India,"Mumbai,Maharashtra",12,mumbai,185009,2,Real Estate,0
5490,1001-5000,501-1000,4.03,ensono,Private,Ensono,86,970,3,53,Ensono,ensono,US,"Downers Grove,Illinois",5,,542905,4,IT Services & Consulting,0
5491,201-500,11-50,4.71,shaw-toyota,,Shaw Toyota,86,67,0,5,Shaw Toyota,shaw-toyota,,"Pune,Maharashtra",0,,561921,0,Automobile,0
5492,201-500,201-500,4.16,xylem-resource-management,Private,Xylem Resource Management,86,276,3,15,Xylem Resource Management,xylem-resource-management,India,Bengaluru,0,bengaluru,442707,33,Recruitment / Staffing,0
5493,201-500,,3.95,computer-technologies-private-limited,Private,Computer Technologies Private Limited,86,61,2,29,Computer Technologies,trusted-computing-group,India,Pune,0,pune,473040,39,"Law Enforcement / Security Services,IT Services & Consulting,Software Product",0
5494,501-1000,51-200,2.9699999999999998,shalina-laboratories,Private,Shalina Laboratories,86,311,1,37,Shalina Laboratories,shalina-laboratories,United Arab Emirates (UAE),"Dubai,Dubai",8,,230987,4,Pharmaceutical & Life Sciences,0
5495,501-1000,501-1000,4.21,raheja-universal,4622323,raheja universal pvt ltd,86,260,5,42,Raheja Universal,raheja-universal,India,"Mumbai,Maharashtra",8,mumbai,366181,4,"Real Estate,Engineering & Construction",0
5496,1001-5000,1001-5000,4.36,software-ag,Private,Software AG,86,912,5,53,Software AG,software-ag,Germany,"Darmstadt,Hesse",49,,12313,6,"Internet,Hardware & Networking,Emerging Technologies",0
5497,501-1000,501-1000,3.71,testingxperts,Private,TestingXperts,103,831,11,26,TestingXperts,testingxperts,United States (USA),"Mechanicsburg,Pennsylvania",30,,201067,3,IT Services & Consulting,0
5498,201-500,501-1000,4.18,enrich-hair-and-skin-solutions,Private,Enrich Hair and Skin Solutions Pvt Ltd,85,417,2,18,Enrich Hair And Skin Solutions,enrich-hair-and-skin-solutions,India,"Mumbai,Maharashtra",2,mumbai,318306,8,Beauty & Personal Care,0
5499,1001-5000,201-500,3.92,hwashin-automotive,Private,HWASHIN Automotive,85,327,0,20,HWASHIN Automotive,hwashin-automotive,India,Chennai,0,chennai,25667,2,"Automobile,Manufacturing,Auto Components",0
5500,201-500,501-1000,3.58,dhandhania-infotech,Private,Dhandhania Infotech,85,326,3,15,Dhandhania Infotech,dhandhania-infotech,India,Nagpur,0,nagpur,35305,0,IT Services & Consulting,0
5501,501-1000,501-1000,4.3,japfa-comfeed,Public,Japfa Comfeed,85,321,4,27,Japfa Comfeed,japfa-comfeed,Indonesia,Jakarta,2,,178591,13,Agriculture / Forestry / Fishing,0
5502,1001-5000,,3.5,tata-main-hospital,,Tata Main Hospital,85,238,9,114,Tata Main Hospital,tata-main-hospital,India,Jamshedpur,0,jamshedpur,169771,3,Medical Services / Hospital,0
5503,501-1000,501-1000,4.06,pg-electroplast,Public,PG Electroplast,85,450,2,45,PG Electroplast,pg-electroplast,India,Noida,0,noida,235203,8,"Consumer goods,Manufacturing,Electronics,Consumer Electronics & Appliances",0
5504,5001-10000,51-200,3.92,orchid-hotel,Private,Orchid Hotel,85,317,2,49,Orchid Hotel,orchid-hotel,India,"Bangalore/Bengaluru,Karnataka",0,bengaluru,235721,2,"Travel & Tourism / Hospitality,Hotels & Restaurants",0
5505,51-200,501-1000,4.18,yashashvi-rasayan,Private,yashashvi rasayan,85,291,0,32,Yashashvi Rasayan,yashashvi-rasayan,India,"Navsari,Gujarat",0,navsari,292154,6,Metals & Mining,0
5506,51-200,51-200,4.19,goel-ganga-developments,,Goel Ganga Developments,85,332,6,40,Goel Ganga Developments,goel-ganga-developments,India,Pune,0,pune,271599,0,Real Estate,0
5507,1001-5000,201-500,3.7,axa-parenterals-ltd-dot,Public,Axa Parenterals Ltd.,85,361,3,17,Axa Parenterals,axa-parenterals-ltd-dot,India,"Roorkee,Uttarakhand",8,roorkee,252184,2,"Manufacturing,Pharmaceutical & Life Sciences",0
5508,201-500,,3.85,eenadu,Private,EENADU,85,316,3,8,EENADU,eenadu,India,"Hyderabad/Secunderabad,Telangana",0,hyderabad,252475,14,"Media & Entertainment / Publishing,Printing & Publishing",0
5509,1001-5000,1001-5000,4.05,mrc-logistics,,MRC Logistics,85,330,2,51,MRC Logistics,mrc-logistics,India,Pune,4,pune,251506,22,Courier / Logistics,0
5510,5001-10000,,4.53,oman-shapoorji-llc,,Oman Shapoorji Llc,85,235,0,47,Oman Shapoorji Llc,oman-shapoorji-llc,Oman,Muscat,0,,266803,4,Engineering & Construction,0
5511,501-1000,,4.11,kalindee-rail-nirman-e,Public,Kalindee Rail Nirman (E),85,164,1,38,Kalindee Rail Nirman (E),kalindee-rail-nirman-e,India,"Delhi/NCR,Delhi",0,delhi-ncr,164322,12,"Roads/Railways,Telecom / ISP",0
5512,501-1000,,3.67,brightview-telecom,Private,BRIGHTVIEW TELECOM,85,166,0,14,BRIGHTVIEW TELECOM,brightview-telecom,India,New Delhi,0,new-delhi,284197,10,Telecom / ISP,0
5513,1001-5000,1001-5000,4.41,sushee-infra-and-mining,Private,SUSHEE INFRA & MINING LTD,85,251,3,36,Sushee Infra & Mining,sushee-infra-and-mining,India,Hyderabad,0,hyderabad,285531,10,"Metals & Mining,Urban Transport,Engineering & Construction",0
5514,201-500,201-500,4.11,mvs-acmei-technologies,Private,MVS ACMEI TECHNOLOGIES PVt ltd,85,266,5,13,Mvs Acmei Technologies,mvs-acmei-technologies,India,Hyderabad,0,hyderabad,319385,11,"Education / Training,Industrial Automation,Packaging & Containers",0
5515,1001-5000,501-1000,4.34,spykar-lifestyles,Private,spykar lifestyles pvt. ltd,85,284,2,30,Spykar Lifestyles,spykar-lifestyles,India,"Mumbai,Maharashtra",8,mumbai,293052,20,"Internet,Retail,Textile & Apparel",0
5516,201-500,51-200,3.12,kaff-appliances-india,,kaff appliances (india) pvt ltd,85,331,4,15,Kaff Appliances (india),kaff-appliances-india,India,"Gurgaon,Haryana",0,,291719,18,"Internet,Consumer Electronics & Appliances",0
5517,10001-50000,,3.59,durovalves-india,,durovalves india pvt. ltd,85,228,0,34,Durovalves India,durovalves-india,India,"Aurangabad,Maharashtra",0,aurangabad,292542,1,"Automobile,Manufacturing,Plastics / Rubber,Auto Components",0
5518,201-500,201-500,3.91,the-heritage-school,Private,The Heritage School,85,263,3,13,The Heritage School,the-heritage-school,India,New Delhi,1,new-delhi,164139,13,Education / Training,0
5519,51-200,201-500,3.87,nucon-aerospace,Private,Nucon Aerospace,85,487,2,50,Nucon Aerospace,nucon-aerospace,India,Hyderabad,0,hyderabad,173386,0,"Defence & Aerospace,Industrial Equipment / Machinery,Urban Transport",0
5520,,201-500,3.89,ctx-life-science-pvt-dot-ltd-dot,,CTX Life Science Pvt. Ltd.,85,342,1,18,CTX Life Science,ctx-life-science-pvt-dot-ltd-dot,India,Surat,0,surat,250019,3,Pharmaceutical & Life Sciences,0
5521,5001-10000,,4.53,oman-shapoorji-llc,,Oman Shapoorji Llc,85,235,0,47,Oman Shapoorji Llc,oman-shapoorji-llc,Oman,Muscat,0,,266803,4,Engineering & Construction,0
5522,1001-5000,1001-5000,4.41,sushee-infra-and-mining,Private,SUSHEE INFRA & MINING LTD,85,251,3,36,Sushee Infra & Mining,sushee-infra-and-mining,India,Hyderabad,0,hyderabad,285531,10,"Metals & Mining,Urban Transport,Engineering & Construction",0
5523,51-200,201-500,3.94,opgs-power-gujarat,Private,OPGS POWER GUJARAT PVT.LTD.,85,320,2,14,Opgs Power Gujarat,opgs-power-gujarat,Canada,"Toronto,Ontario",0,,316698,7,"Internet,Power",0
5524,201-500,501-1000,4.18,enrich-hair-and-skin-solutions,Private,Enrich Hair and Skin Solutions Pvt Ltd,85,417,2,18,Enrich Hair And Skin Solutions,enrich-hair-and-skin-solutions,India,"Mumbai,Maharashtra",2,mumbai,318306,8,Beauty & Personal Care,0
5525,51-200,,4.01,tokai-imperial-rubber,Private,TOKAI IMPERIAL RUBBER INDIA PVT. LTD,85,350,6,17,Tokai Imperial Rubber India,tokai-imperial-rubber,India,"Faridabad,Haryana",0,faridabad,310479,7,"Industrial Equipment / Machinery,Manufacturing,Plastics / Rubber",0
5526,5001-10000,5001-10000,4.04,hirschvogel-components,Private,Hirschvogel Components,85,336,1,84,Hirschvogel Components,hirschvogel,Germany,Denklingen,0,,326946,0,"Manufacturing,Auto Components",0
5527,5001-10000,,4.52,al-suwaidi-industrial-services,Private,AL-SUWAIDI INDUSTRIAL SERVICES,85,102,1,62,AL-SUWAIDI INDUSTRIAL SERVICES,al-suwaidi-industrial-services,Saudi Arabia,Dammam,0,,344334,6,Oil & Gas,0
5528,10001-50000,,3.94,golden-tulip-hotels,,Golden Tulip Hotels,85,291,2,60,Golden Tulip Hotels,golden-tulip-hotels,Netherlands,Amersfoort,0,,375429,21,"Travel & Tourism / Hospitality,Hotels & Restaurants",0
5529,201-500,51-200,4.0,dtc-projects,Private,DTC Projects,85,237,5,52,DTC Projects,dtc-projects,Canada,"Vancouver,British Columbia",4,,349735,6,"Architecture / Interior Design,Financial Services,Internet,Metals & Mining,Real Estate,Courier / Logistics",0
5530,501-1000,51-200,3.84,british-paints,Private,British Paints,85,246,1,103,British Paints,british-paints,India,"Delhi/NCR,New Delhi",0,,23805,38,"Chemicals / Agri Inputs,Manufacturing,Chemicals",0
5531,201-500,201-500,4.11,mvs-acmei-technologies,Private,MVS ACMEI TECHNOLOGIES PVt ltd,85,266,5,13,Mvs Acmei Technologies,mvs-acmei-technologies,India,Hyderabad,0,hyderabad,319385,11,"Education / Training,Industrial Automation,Packaging & Containers",0
5532,501-1000,,3.67,brightview-telecom,Private,BRIGHTVIEW TELECOM,85,166,0,14,BRIGHTVIEW TELECOM,brightview-telecom,India,New Delhi,0,new-delhi,284197,10,Telecom / ISP,0
5533,5001-10000,,4.52,mr-cooper,Private,Mr Cooper,85,852,13,28,Mr Cooper,mr-cooper,United States (USA),"Dallas,Texas",0,,369653,0,"Consumer goods,Financial Services,Manufacturing",0
5534,51-200,51-200,4.71,buildahome,Private,BuildAHome,85,64,0,6,BuildAHome,buildahome,India,"Bangalore/Bengaluru,Karnataka",8,bengaluru,437751,2,Engineering & Construction,0
5535,501-1000,201-500,4.23,pullman-new-delhi-aerocity,,Pullman New Delhi Aerocity,85,241,2,7,Pullman New Delhi Aerocity,pullman-new-delhi-aerocity,India,New Delhi,0,new-delhi,367509,1,Hotels & Restaurants,0
5536,501-1000,501-1000,3.8200000000000003,nv-group,Private,N V GROUP,85,371,2,28,Nv Group,nv-group,India,New Delhi,0,new-delhi,410023,9,Beverage,0
5537,501-1000,501-1000,4.06,pg-electroplast,Public,PG Electroplast,85,450,2,45,PG Electroplast,pg-electroplast,India,Noida,0,noida,235203,8,"Consumer goods,Manufacturing,Electronics,Consumer Electronics & Appliances",0
